series_id, gyro, mag, accel, system, ax, ay, az, gx, gy, gz, mx, my, mz, eulerx, eulerx, eulerz, linax, linay, linaz, grx, gry, grz, qw, qx, qy, qz, qeulerx, qeulery, qeulerZ, temp, target 
68, 3,0,3,0,1.54,0.45,9.58,0.0,-0.19,-1.25,186.0,31.19,-159.38,300.19,8.44,-1.94,0.15,0.11,-0.16,1.44,0.33,9.69,0.86,0.05,-0.06,0.5,59.61,-8.44,1.98,33,good
68, 3,0,3,0,1.67,0.4,9.6,-0.37,0.12,-0.25,314.0,33.06,-158.88,300.25,8.44,-2.0,0.22,0.06,-0.09,1.44,0.33,9.69,0.86,0.05,-0.06,0.5,59.59,-8.48,2.0,33,good
68, 3,0,3,0,1.68,0.53,9.42,0.25,-1.25,-1.81,192.56,30.75,-107.37,300.25,8.56,-1.94,0.22,0.19,-0.26,1.46,0.33,9.69,0.86,0.05,-0.06,0.5,59.54,-8.59,1.97,33,good
69, 3,0,3,0,1.5,0.41,9.66,-2.06,1.94,-0.31,247.88,29.69,-154.38,300.19,7.88,-1.5,0.15,0.14,-0.04,1.34,0.26,9.71,0.86,0.05,-0.05,0.5,59.68,-7.9,1.55,33,good
69, 3,0,3,0,1.11,0.22,9.74,-0.69,-0.75,0.37,221.75,31.87,-112.75,300.13,7.88,-1.5,-0.22,-0.04,0.03,1.34,0.26,9.71,0.86,0.05,-0.05,0.5,59.73,-7.89,1.56,33,good
69, 3,0,3,0,1.33,0.38,9.58,-0.37,0.88,-0.19,156.0,28.56,-144.88,300.13,7.81,-1.5,0.0,0.13,-0.12,1.34,0.25,9.71,0.86,0.05,-0.05,0.5,59.76,-7.86,1.52,33,good
69, 3,0,3,0,1.27,0.21,9.56,1.19,-0.63,0.44,226.56,31.87,-144.88,300.06,7.81,-1.5,-0.15,0.08,-0.24,1.34,0.26,9.71,0.86,0.05,-0.05,0.5,59.78,-7.85,1.57,33,good
69, 3,0,3,0,1.29,0.38,9.68,-0.44,0.25,-0.19,312.06,35.69,-133.56,300.06,7.88,-1.56,0.05,0.12,-0.06,1.35,0.27,9.7,0.86,0.05,-0.05,0.5,59.77,-7.92,1.6,33,good
69, 3,0,3,0,1.13,0.34,9.71,-0.5,-0.56,0.19,274.75,33.75,-123.25,300.19,7.88,-1.56,0.0,0.05,0.01,1.34,0.26,9.7,0.86,0.05,-0.05,0.5,59.65,-7.91,1.57,33,good
69, 3,0,3,0,1.22,0.25,9.54,0.81,-0.63,0.56,167.25,30.37,-140.38,300.19,7.88,-1.56,-0.12,0.0,-0.15,1.35,0.26,9.7,0.86,0.05,-0.05,0.5,59.66,-7.91,1.58,33,good
69, 3,0,3,0,1.54,0.46,9.61,-0.63,0.37,0.0,186.25,30.37,-148.25,300.19,7.88,-1.56,0.18,0.19,-0.09,1.35,0.26,9.7,0.86,0.05,-0.05,0.5,59.65,-7.92,1.59,33,good
69, 3,0,3,0,1.54,0.31,9.56,0.06,-0.19,-0.63,338.25,32.25,-155.75,300.31,7.94,-1.56,0.18,0.04,-0.13,1.36,0.27,9.7,0.87,0.05,-0.05,0.5,59.54,-7.99,1.61,33,good
69, 3,0,3,0,1.53,0.42,9.44,0.19,-0.25,0.56,308.75,35.69,-133.56,300.25,8.0,-1.56,0.16,0.15,-0.26,1.36,0.27,9.7,0.87,0.05,-0.05,0.5,59.59,-8.02,1.62,33,good
69, 3,0,3,0,1.43,0.34,9.57,-0.37,0.81,0.81,185.19,31.87,-106.19,300.25,7.94,-1.56,0.07,0.07,-0.12,1.36,0.27,9.7,0.87,0.05,-0.05,0.5,59.62,-7.98,1.63,33,good
69, 3,0,3,0,1.27,0.31,9.62,-0.12,-0.63,-0.5,173.19,30.06,-150.06,300.25,7.94,-1.63,0.32,0.06,-0.2,1.35,0.28,9.7,0.87,0.05,-0.05,0.5,59.61,-7.96,1.66,33,good
69, 3,0,3,0,1.44,0.4,9.5,1.12,-2.56,1.31,322.56,36.06,-136.06,300.13,7.94,-1.69,0.23,0.09,-0.21,1.36,0.28,9.7,0.86,0.05,-0.05,0.5,59.7,-7.99,1.69,33,good
69, 3,0,3,0,1.55,0.26,9.54,-0.12,-1.0,0.25,211.69,31.56,-159.56,300.06,8.0,-1.69,0.13,-0.03,-0.07,1.37,0.29,9.7,0.86,0.05,-0.05,0.5,59.81,-8.04,1.73,33,good
69, 3,0,3,0,1.51,0.3,9.59,-0.44,-0.94,-0.5,255.0,33.38,-133.19,300.06,8.06,-1.69,0.04,0.01,-0.08,1.37,0.29,9.7,0.86,0.05,-0.05,0.5,59.78,-8.08,1.73,33,good
69, 3,0,3,0,1.35,0.32,9.65,-0.37,0.5,-0.19,315.06,36.38,-132.38,300.13,8.13,-1.75,-0.04,0.06,0.01,1.38,0.29,9.7,0.86,0.05,-0.05,0.5,59.69,-8.13,1.76,33,good
69, 3,0,3,0,1.68,0.4,9.4,0.06,0.44,-0.63,206.06,32.69,-151.69,300.19,8.06,-1.75,0.3,0.1,-0.29,1.38,0.3,9.7,0.86,0.05,-0.05,0.5,59.65,-8.11,1.78,33,good
69, 3,0,3,0,1.3,0.21,9.72,-0.31,-0.5,-0.5,241.19,34.19,-115.87,300.19,8.06,-1.69,0.15,0.03,-0.24,1.38,0.29,9.7,0.86,0.05,-0.05,0.5,59.62,-8.13,1.74,33,good
69, 3,0,3,0,1.55,0.37,9.52,-0.06,0.19,-0.94,180.25,30.75,-116.37,300.25,8.13,-1.75,0.17,0.01,-0.13,1.38,0.3,9.7,0.86,0.05,-0.05,0.5,59.6,-8.13,1.81,33,good
69, 3,0,3,0,1.39,0.31,9.68,0.12,-1.06,1.0,177.25,30.75,-104.69,300.13,8.19,-1.75,0.0,-0.02,-0.01,1.39,0.3,9.7,0.86,0.05,-0.05,0.5,59.69,-8.19,1.8,33,good
69, 3,0,3,0,1.39,0.33,9.75,-0.56,-0.25,-0.06,198.56,31.19,-113.87,300.19,8.13,-1.75,0.17,-0.03,0.0,1.39,0.29,9.7,0.86,0.05,-0.05,0.5,59.66,-8.16,1.77,33,good
69, 3,0,3,0,1.25,0.37,9.54,1.31,-0.44,0.56,313.25,36.38,-133.75,300.19,8.13,-1.81,-0.13,0.07,-0.16,1.38,0.3,9.7,0.86,0.05,-0.05,0.5,59.66,-8.14,1.82,33,good
69, 3,0,3,0,1.39,0.23,9.69,-0.12,0.12,0.06,295.0,31.56,-156.88,300.13,8.19,-1.88,0.0,-0.08,0.0,1.4,0.32,9.69,0.86,0.05,-0.05,0.5,59.69,-8.25,1.9,33,good
69, 3,0,3,0,1.4,0.43,9.58,-0.37,0.12,1.06,173.56,29.25,-150.88,300.19,8.19,-1.88,0.0,0.11,-0.11,1.4,0.31,9.7,0.86,0.05,-0.05,0.5,59.69,-8.23,1.88,33,good
69, 3,0,3,0,1.47,0.31,9.67,-1.44,-1.19,0.25,302.06,31.87,-151.69,300.19,8.38,-1.81,0.04,0.0,-0.02,1.42,0.31,9.69,0.86,0.05,-0.06,0.5,59.64,-8.39,1.86,33,good
69, 3,0,3,0,1.36,0.27,9.53,0.5,1.25,-0.25,185.56,29.69,-132.0,300.13,8.31,-1.81,-0.05,-0.03,-0.16,1.42,0.3,9.69,0.86,0.05,-0.06,0.5,59.69,-8.34,1.83,33,good
69, 3,0,3,0,1.61,0.43,9.56,0.19,-0.75,-1.37,217.25,33.06,-112.25,300.13,8.31,-1.81,0.19,0.12,-0.12,1.41,0.3,9.69,0.86,0.05,-0.05,0.5,59.72,-8.32,1.82,33,good
69, 3,0,3,0,1.28,0.28,9.62,-0.37,0.81,-1.69,193.38,30.06,-151.75,300.19,8.25,-1.81,-0.12,-0.02,-0.07,1.41,0.31,9.69,0.86,0.05,-0.05,0.5,59.63,-8.28,1.84,33,good
69, 3,0,3,0,1.41,0.32,9.57,0.37,-0.5,0.12,236.25,28.87,-159.0,300.13,8.25,-1.81,0.0,0.01,-0.12,1.41,0.31,9.69,0.86,0.05,-0.05,0.5,59.7,-8.27,1.84,33,good
69, 3,0,3,0,1.36,0.37,9.62,0.56,-0.81,1.19,357.75,34.88,-147.88,300.13,8.19,-1.75,-0.01,0.06,-0.1,1.4,0.3,9.7,0.86,0.05,-0.05,0.5,59.73,-8.21,1.81,33,good
69, 3,0,3,0,1.36,0.27,9.53,0.19,-1.12,-0.56,247.88,32.69,-139.19,300.06,8.31,-1.75,-0.05,0.07,-0.16,1.41,0.3,9.69,0.86,0.05,-0.06,0.5,59.78,-8.32,1.81,33,good
69, 3,0,3,0,1.59,0.3,9.54,-0.19,-1.31,-0.81,240.5,33.38,-115.56,300.0,8.5,-1.81,-0.04,0.02,-0.12,1.45,0.3,9.69,0.86,0.05,-0.06,0.5,59.81,-8.55,1.82,33,good
69, 3,0,3,0,1.4,0.36,9.48,0.12,0.25,-1.37,190.5,31.87,-156.38,300.19,8.5,-1.81,0.23,0.05,-0.23,1.45,0.3,9.69,0.86,0.05,-0.06,0.5,59.65,-8.53,1.83,33,good
69, 3,0,3,0,1.72,0.33,9.54,-0.37,0.44,-0.31,290.88,34.88,-127.56,300.13,8.56,-1.81,0.2,0.02,-0.14,1.46,0.31,9.69,0.86,0.05,-0.06,0.5,59.72,-8.57,1.86,33,good
69, 3,0,3,0,1.6,0.39,9.49,0.19,-0.56,-1.06,286.0,34.88,-131.56,300.13,8.5,-1.81,0.28,0.05,-0.25,1.45,0.31,9.69,0.86,0.05,-0.06,0.5,59.71,-8.5,1.84,33,good
69, 3,0,3,0,1.4,0.27,9.47,0.69,0.63,-0.25,187.06,30.75,-151.06,300.19,8.44,-1.88,-0.03,-0.04,-0.21,1.44,0.31,9.69,0.86,0.05,-0.06,0.5,59.66,-8.45,1.88,33,good
69, 3,0,3,0,1.84,0.51,9.4,0.0,-0.56,-0.56,319.25,35.69,-134.75,300.19,8.5,-1.81,0.34,0.1,-0.24,1.45,0.31,9.69,0.86,0.05,-0.06,0.5,59.67,-8.51,1.85,33,good
69, 3,0,3,0,1.38,0.4,9.46,-0.19,2.06,-0.25,197.06,30.75,-159.88,300.25,8.38,-1.81,-0.06,0.06,-0.11,1.43,0.31,9.69,0.86,0.05,-0.06,0.5,59.61,-8.41,1.85,33,good
69, 3,0,3,0,1.31,0.31,9.72,-0.12,0.69,-0.12,192.56,31.56,-135.38,300.25,8.25,-1.81,0.09,0.0,0.0,1.41,0.31,9.69,0.86,0.05,-0.05,0.5,59.6,-8.31,1.88,33,good
69, 3,0,3,0,1.52,0.38,9.71,-0.44,-0.31,1.12,343.06,33.38,-138.38,300.13,8.31,-1.88,-0.14,0.17,0.02,1.42,0.31,9.69,0.86,0.05,-0.05,0.5,59.68,-8.35,1.89,33,good
69, 3,0,3,0,1.27,0.34,9.72,-0.69,1.0,-0.12,211.0,31.19,-155.75,300.13,8.31,-1.88,-0.14,0.01,0.02,1.42,0.32,9.69,0.86,0.05,-0.05,0.5,59.67,-8.33,1.93,33,good
69, 3,0,3,0,1.24,0.34,9.61,0.19,-0.94,1.12,175.75,30.06,-121.87,300.06,8.31,-1.88,-0.17,0.01,-0.08,1.42,0.32,9.69,0.86,0.05,-0.05,0.5,59.75,-8.35,1.92,33,good
69, 3,0,3,0,1.44,0.4,9.57,0.63,-0.25,0.5,182.19,29.25,-157.75,300.06,8.38,-1.88,0.0,0.07,-0.12,1.43,0.32,9.69,0.86,0.05,-0.06,0.5,59.77,-8.43,1.94,33,good
69, 3,0,3,0,1.42,0.34,9.54,-0.19,0.56,-0.31,254.56,33.38,-119.06,300.06,8.44,-1.94,-0.01,0.0,-0.14,1.44,0.33,9.69,0.86,0.05,-0.06,0.5,59.74,-8.44,1.98,33,good
69, 3,0,3,0,1.18,0.45,9.63,-0.69,1.81,-0.63,337.19,36.75,-140.19,300.19,8.44,-1.94,-0.32,-0.06,0.01,1.43,0.33,9.69,0.86,0.05,-0.06,0.5,59.61,-8.44,1.99,33,good
69, 3,0,3,0,1.48,0.29,9.74,-0.19,-0.75,1.0,196.75,31.19,-137.38,300.19,8.44,-2.0,0.0,-0.06,0.03,1.44,0.34,9.69,0.86,0.05,-0.06,0.5,59.66,-8.45,2.03,33,good
69, 3,0,3,0,1.54,0.45,9.58,0.0,-0.19,-1.25,186.0,31.19,-159.38,300.19,8.44,-1.94,0.15,0.11,-0.16,1.44,0.33,9.69,0.86,0.05,-0.06,0.5,59.61,-8.44,1.98,33,good
69, 3,0,3,0,1.67,0.4,9.6,-0.37,0.12,-0.25,314.0,33.06,-158.88,300.25,8.44,-2.0,0.22,0.06,-0.09,1.44,0.33,9.69,0.86,0.05,-0.06,0.5,59.59,-8.48,2.0,33,good
69, 3,0,3,0,1.68,0.53,9.42,0.25,-1.25,-1.81,192.56,30.75,-107.37,300.25,8.56,-1.94,0.22,0.19,-0.26,1.46,0.33,9.69,0.86,0.05,-0.06,0.5,59.54,-8.59,1.97,33,good
69, 3,0,3,0,1.7,0.52,9.42,0.25,0.0,0.0,183.25,29.69,-151.06,300.31,8.5,-1.94,0.25,0.19,-0.27,1.45,0.33,9.69,0.87,0.05,-0.06,0.5,59.5,-8.54,1.99,33,good
70, 3,0,3,0,1.11,0.22,9.74,-0.69,-0.75,0.37,221.75,31.87,-112.75,300.13,7.88,-1.5,-0.22,-0.04,0.03,1.34,0.26,9.71,0.86,0.05,-0.05,0.5,59.73,-7.89,1.56,33,good
70, 3,0,3,0,1.33,0.38,9.58,-0.37,0.88,-0.19,156.0,28.56,-144.88,300.13,7.81,-1.5,0.0,0.13,-0.12,1.34,0.25,9.71,0.86,0.05,-0.05,0.5,59.76,-7.86,1.52,33,good
70, 3,0,3,0,1.27,0.21,9.56,1.19,-0.63,0.44,226.56,31.87,-144.88,300.06,7.81,-1.5,-0.15,0.08,-0.24,1.34,0.26,9.71,0.86,0.05,-0.05,0.5,59.78,-7.85,1.57,33,good
70, 3,0,3,0,1.29,0.38,9.68,-0.44,0.25,-0.19,312.06,35.69,-133.56,300.06,7.88,-1.56,0.05,0.12,-0.06,1.35,0.27,9.7,0.86,0.05,-0.05,0.5,59.77,-7.92,1.6,33,good
70, 3,0,3,0,1.13,0.34,9.71,-0.5,-0.56,0.19,274.75,33.75,-123.25,300.19,7.88,-1.56,0.0,0.05,0.01,1.34,0.26,9.7,0.86,0.05,-0.05,0.5,59.65,-7.91,1.57,33,good
70, 3,0,3,0,1.22,0.25,9.54,0.81,-0.63,0.56,167.25,30.37,-140.38,300.19,7.88,-1.56,-0.12,0.0,-0.15,1.35,0.26,9.7,0.86,0.05,-0.05,0.5,59.66,-7.91,1.58,33,good
70, 3,0,3,0,1.54,0.46,9.61,-0.63,0.37,0.0,186.25,30.37,-148.25,300.19,7.88,-1.56,0.18,0.19,-0.09,1.35,0.26,9.7,0.86,0.05,-0.05,0.5,59.65,-7.92,1.59,33,good
70, 3,0,3,0,1.54,0.31,9.56,0.06,-0.19,-0.63,338.25,32.25,-155.75,300.31,7.94,-1.56,0.18,0.04,-0.13,1.36,0.27,9.7,0.87,0.05,-0.05,0.5,59.54,-7.99,1.61,33,good
70, 3,0,3,0,1.53,0.42,9.44,0.19,-0.25,0.56,308.75,35.69,-133.56,300.25,8.0,-1.56,0.16,0.15,-0.26,1.36,0.27,9.7,0.87,0.05,-0.05,0.5,59.59,-8.02,1.62,33,good
70, 3,0,3,0,1.43,0.34,9.57,-0.37,0.81,0.81,185.19,31.87,-106.19,300.25,7.94,-1.56,0.07,0.07,-0.12,1.36,0.27,9.7,0.87,0.05,-0.05,0.5,59.62,-7.98,1.63,33,good
70, 3,0,3,0,1.27,0.31,9.62,-0.12,-0.63,-0.5,173.19,30.06,-150.06,300.25,7.94,-1.63,0.32,0.06,-0.2,1.35,0.28,9.7,0.87,0.05,-0.05,0.5,59.61,-7.96,1.66,33,good
70, 3,0,3,0,1.44,0.4,9.5,1.12,-2.56,1.31,322.56,36.06,-136.06,300.13,7.94,-1.69,0.23,0.09,-0.21,1.36,0.28,9.7,0.86,0.05,-0.05,0.5,59.7,-7.99,1.69,33,good
70, 3,0,3,0,1.55,0.26,9.54,-0.12,-1.0,0.25,211.69,31.56,-159.56,300.06,8.0,-1.69,0.13,-0.03,-0.07,1.37,0.29,9.7,0.86,0.05,-0.05,0.5,59.81,-8.04,1.73,33,good
70, 3,0,3,0,1.51,0.3,9.59,-0.44,-0.94,-0.5,255.0,33.38,-133.19,300.06,8.06,-1.69,0.04,0.01,-0.08,1.37,0.29,9.7,0.86,0.05,-0.05,0.5,59.78,-8.08,1.73,33,good
70, 3,0,3,0,1.35,0.32,9.65,-0.37,0.5,-0.19,315.06,36.38,-132.38,300.13,8.13,-1.75,-0.04,0.06,0.01,1.38,0.29,9.7,0.86,0.05,-0.05,0.5,59.69,-8.13,1.76,33,good
70, 3,0,3,0,1.68,0.4,9.4,0.06,0.44,-0.63,206.06,32.69,-151.69,300.19,8.06,-1.75,0.3,0.1,-0.29,1.38,0.3,9.7,0.86,0.05,-0.05,0.5,59.65,-8.11,1.78,33,good
70, 3,0,3,0,1.3,0.21,9.72,-0.31,-0.5,-0.5,241.19,34.19,-115.87,300.19,8.06,-1.69,0.15,0.03,-0.24,1.38,0.29,9.7,0.86,0.05,-0.05,0.5,59.62,-8.13,1.74,33,good
70, 3,0,3,0,1.55,0.37,9.52,-0.06,0.19,-0.94,180.25,30.75,-116.37,300.25,8.13,-1.75,0.17,0.01,-0.13,1.38,0.3,9.7,0.86,0.05,-0.05,0.5,59.6,-8.13,1.81,33,good
70, 3,0,3,0,1.39,0.31,9.68,0.12,-1.06,1.0,177.25,30.75,-104.69,300.13,8.19,-1.75,0.0,-0.02,-0.01,1.39,0.3,9.7,0.86,0.05,-0.05,0.5,59.69,-8.19,1.8,33,good
70, 3,0,3,0,1.39,0.33,9.75,-0.56,-0.25,-0.06,198.56,31.19,-113.87,300.19,8.13,-1.75,0.17,-0.03,0.0,1.39,0.29,9.7,0.86,0.05,-0.05,0.5,59.66,-8.16,1.77,33,good
70, 3,0,3,0,1.25,0.37,9.54,1.31,-0.44,0.56,313.25,36.38,-133.75,300.19,8.13,-1.81,-0.13,0.07,-0.16,1.38,0.3,9.7,0.86,0.05,-0.05,0.5,59.66,-8.14,1.82,33,good
70, 3,0,3,0,1.39,0.23,9.69,-0.12,0.12,0.06,295.0,31.56,-156.88,300.13,8.19,-1.88,0.0,-0.08,0.0,1.4,0.32,9.69,0.86,0.05,-0.05,0.5,59.69,-8.25,1.9,33,good
70, 3,0,3,0,1.4,0.43,9.58,-0.37,0.12,1.06,173.56,29.25,-150.88,300.19,8.19,-1.88,0.0,0.11,-0.11,1.4,0.31,9.7,0.86,0.05,-0.05,0.5,59.69,-8.23,1.88,33,good
70, 3,0,3,0,1.47,0.31,9.67,-1.44,-1.19,0.25,302.06,31.87,-151.69,300.19,8.38,-1.81,0.04,0.0,-0.02,1.42,0.31,9.69,0.86,0.05,-0.06,0.5,59.64,-8.39,1.86,33,good
70, 3,0,3,0,1.36,0.27,9.53,0.5,1.25,-0.25,185.56,29.69,-132.0,300.13,8.31,-1.81,-0.05,-0.03,-0.16,1.42,0.3,9.69,0.86,0.05,-0.06,0.5,59.69,-8.34,1.83,33,good
70, 3,0,3,0,1.61,0.43,9.56,0.19,-0.75,-1.37,217.25,33.06,-112.25,300.13,8.31,-1.81,0.19,0.12,-0.12,1.41,0.3,9.69,0.86,0.05,-0.05,0.5,59.72,-8.32,1.82,33,good
70, 3,0,3,0,1.28,0.28,9.62,-0.37,0.81,-1.69,193.38,30.06,-151.75,300.19,8.25,-1.81,-0.12,-0.02,-0.07,1.41,0.31,9.69,0.86,0.05,-0.05,0.5,59.63,-8.28,1.84,33,good
70, 3,0,3,0,1.41,0.32,9.57,0.37,-0.5,0.12,236.25,28.87,-159.0,300.13,8.25,-1.81,0.0,0.01,-0.12,1.41,0.31,9.69,0.86,0.05,-0.05,0.5,59.7,-8.27,1.84,33,good
70, 3,0,3,0,1.36,0.37,9.62,0.56,-0.81,1.19,357.75,34.88,-147.88,300.13,8.19,-1.75,-0.01,0.06,-0.1,1.4,0.3,9.7,0.86,0.05,-0.05,0.5,59.73,-8.21,1.81,33,good
70, 3,0,3,0,1.36,0.27,9.53,0.19,-1.12,-0.56,247.88,32.69,-139.19,300.06,8.31,-1.75,-0.05,0.07,-0.16,1.41,0.3,9.69,0.86,0.05,-0.06,0.5,59.78,-8.32,1.81,33,good
70, 3,0,3,0,1.59,0.3,9.54,-0.19,-1.31,-0.81,240.5,33.38,-115.56,300.0,8.5,-1.81,-0.04,0.02,-0.12,1.45,0.3,9.69,0.86,0.05,-0.06,0.5,59.81,-8.55,1.82,33,good
70, 3,0,3,0,1.4,0.36,9.48,0.12,0.25,-1.37,190.5,31.87,-156.38,300.19,8.5,-1.81,0.23,0.05,-0.23,1.45,0.3,9.69,0.86,0.05,-0.06,0.5,59.65,-8.53,1.83,33,good
70, 3,0,3,0,1.72,0.33,9.54,-0.37,0.44,-0.31,290.88,34.88,-127.56,300.13,8.56,-1.81,0.2,0.02,-0.14,1.46,0.31,9.69,0.86,0.05,-0.06,0.5,59.72,-8.57,1.86,33,good
70, 3,0,3,0,1.6,0.39,9.49,0.19,-0.56,-1.06,286.0,34.88,-131.56,300.13,8.5,-1.81,0.28,0.05,-0.25,1.45,0.31,9.69,0.86,0.05,-0.06,0.5,59.71,-8.5,1.84,33,good
70, 3,0,3,0,1.4,0.27,9.47,0.69,0.63,-0.25,187.06,30.75,-151.06,300.19,8.44,-1.88,-0.03,-0.04,-0.21,1.44,0.31,9.69,0.86,0.05,-0.06,0.5,59.66,-8.45,1.88,33,good
70, 3,0,3,0,1.84,0.51,9.4,0.0,-0.56,-0.56,319.25,35.69,-134.75,300.19,8.5,-1.81,0.34,0.1,-0.24,1.45,0.31,9.69,0.86,0.05,-0.06,0.5,59.67,-8.51,1.85,33,good
70, 3,0,3,0,1.38,0.4,9.46,-0.19,2.06,-0.25,197.06,30.75,-159.88,300.25,8.38,-1.81,-0.06,0.06,-0.11,1.43,0.31,9.69,0.86,0.05,-0.06,0.5,59.61,-8.41,1.85,33,good
70, 3,0,3,0,1.31,0.31,9.72,-0.12,0.69,-0.12,192.56,31.56,-135.38,300.25,8.25,-1.81,0.09,0.0,0.0,1.41,0.31,9.69,0.86,0.05,-0.05,0.5,59.6,-8.31,1.88,33,good
70, 3,0,3,0,1.52,0.38,9.71,-0.44,-0.31,1.12,343.06,33.38,-138.38,300.13,8.31,-1.88,-0.14,0.17,0.02,1.42,0.31,9.69,0.86,0.05,-0.05,0.5,59.68,-8.35,1.89,33,good
70, 3,0,3,0,1.27,0.34,9.72,-0.69,1.0,-0.12,211.0,31.19,-155.75,300.13,8.31,-1.88,-0.14,0.01,0.02,1.42,0.32,9.69,0.86,0.05,-0.05,0.5,59.67,-8.33,1.93,33,good
70, 3,0,3,0,1.24,0.34,9.61,0.19,-0.94,1.12,175.75,30.06,-121.87,300.06,8.31,-1.88,-0.17,0.01,-0.08,1.42,0.32,9.69,0.86,0.05,-0.05,0.5,59.75,-8.35,1.92,33,good
70, 3,0,3,0,1.44,0.4,9.57,0.63,-0.25,0.5,182.19,29.25,-157.75,300.06,8.38,-1.88,0.0,0.07,-0.12,1.43,0.32,9.69,0.86,0.05,-0.06,0.5,59.77,-8.43,1.94,33,good
70, 3,0,3,0,1.42,0.34,9.54,-0.19,0.56,-0.31,254.56,33.38,-119.06,300.06,8.44,-1.94,-0.01,0.0,-0.14,1.44,0.33,9.69,0.86,0.05,-0.06,0.5,59.74,-8.44,1.98,33,good
70, 3,0,3,0,1.18,0.45,9.63,-0.69,1.81,-0.63,337.19,36.75,-140.19,300.19,8.44,-1.94,-0.32,-0.06,0.01,1.43,0.33,9.69,0.86,0.05,-0.06,0.5,59.61,-8.44,1.99,33,good
70, 3,0,3,0,1.48,0.29,9.74,-0.19,-0.75,1.0,196.75,31.19,-137.38,300.19,8.44,-2.0,0.0,-0.06,0.03,1.44,0.34,9.69,0.86,0.05,-0.06,0.5,59.66,-8.45,2.03,33,good
70, 3,0,3,0,1.54,0.45,9.58,0.0,-0.19,-1.25,186.0,31.19,-159.38,300.19,8.44,-1.94,0.15,0.11,-0.16,1.44,0.33,9.69,0.86,0.05,-0.06,0.5,59.61,-8.44,1.98,33,good
70, 3,0,3,0,1.67,0.4,9.6,-0.37,0.12,-0.25,314.0,33.06,-158.88,300.25,8.44,-2.0,0.22,0.06,-0.09,1.44,0.33,9.69,0.86,0.05,-0.06,0.5,59.59,-8.48,2.0,33,good
70, 3,0,3,0,1.68,0.53,9.42,0.25,-1.25,-1.81,192.56,30.75,-107.37,300.25,8.56,-1.94,0.22,0.19,-0.26,1.46,0.33,9.69,0.86,0.05,-0.06,0.5,59.54,-8.59,1.97,33,good
70, 3,0,3,0,1.7,0.52,9.42,0.25,0.0,0.0,183.25,29.69,-151.06,300.31,8.5,-1.94,0.25,0.19,-0.27,1.45,0.33,9.69,0.87,0.05,-0.06,0.5,59.5,-8.54,1.99,33,good
70, 3,0,3,0,1.45,0.36,9.55,0.0,-0.88,0.63,325.25,36.38,-141.0,300.25,8.5,-1.94,0.0,0.02,-0.13,1.45,0.33,9.69,0.86,0.05,-0.06,0.5,59.6,-8.5,2.0,33,good
71, 3,0,3,0,1.33,0.38,9.58,-0.37,0.88,-0.19,156.0,28.56,-144.88,300.13,7.81,-1.5,0.0,0.13,-0.12,1.34,0.25,9.71,0.86,0.05,-0.05,0.5,59.76,-7.86,1.52,33,good
71, 3,0,3,0,1.27,0.21,9.56,1.19,-0.63,0.44,226.56,31.87,-144.88,300.06,7.81,-1.5,-0.15,0.08,-0.24,1.34,0.26,9.71,0.86,0.05,-0.05,0.5,59.78,-7.85,1.57,33,good
71, 3,0,3,0,1.29,0.38,9.68,-0.44,0.25,-0.19,312.06,35.69,-133.56,300.06,7.88,-1.56,0.05,0.12,-0.06,1.35,0.27,9.7,0.86,0.05,-0.05,0.5,59.77,-7.92,1.6,33,good
71, 3,0,3,0,1.13,0.34,9.71,-0.5,-0.56,0.19,274.75,33.75,-123.25,300.19,7.88,-1.56,0.0,0.05,0.01,1.34,0.26,9.7,0.86,0.05,-0.05,0.5,59.65,-7.91,1.57,33,good
71, 3,0,3,0,1.22,0.25,9.54,0.81,-0.63,0.56,167.25,30.37,-140.38,300.19,7.88,-1.56,-0.12,0.0,-0.15,1.35,0.26,9.7,0.86,0.05,-0.05,0.5,59.66,-7.91,1.58,33,good
71, 3,0,3,0,1.54,0.46,9.61,-0.63,0.37,0.0,186.25,30.37,-148.25,300.19,7.88,-1.56,0.18,0.19,-0.09,1.35,0.26,9.7,0.86,0.05,-0.05,0.5,59.65,-7.92,1.59,33,good
71, 3,0,3,0,1.54,0.31,9.56,0.06,-0.19,-0.63,338.25,32.25,-155.75,300.31,7.94,-1.56,0.18,0.04,-0.13,1.36,0.27,9.7,0.87,0.05,-0.05,0.5,59.54,-7.99,1.61,33,good
71, 3,0,3,0,1.53,0.42,9.44,0.19,-0.25,0.56,308.75,35.69,-133.56,300.25,8.0,-1.56,0.16,0.15,-0.26,1.36,0.27,9.7,0.87,0.05,-0.05,0.5,59.59,-8.02,1.62,33,good
71, 3,0,3,0,1.43,0.34,9.57,-0.37,0.81,0.81,185.19,31.87,-106.19,300.25,7.94,-1.56,0.07,0.07,-0.12,1.36,0.27,9.7,0.87,0.05,-0.05,0.5,59.62,-7.98,1.63,33,good
71, 3,0,3,0,1.27,0.31,9.62,-0.12,-0.63,-0.5,173.19,30.06,-150.06,300.25,7.94,-1.63,0.32,0.06,-0.2,1.35,0.28,9.7,0.87,0.05,-0.05,0.5,59.61,-7.96,1.66,33,good
